moca_id,tribe,moca_xp,wallet,week
2502,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
2946,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
3084,angel,38.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
3986,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
4482,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
4485,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
4486,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
5513,angel,70.4,0xdac4c0c7c0fe9890b08ac59bddb3bb96ec098992,5
1027,angel,70.4,0xdaf8313d766a62b5271a446b7e03d45ffb000490,5
4039,angel,70.4,0xdaf8313d766a62b5271a446b7e03d45ffb000490,5
2323,angel,36.0,0xdb260ff6bba3bf6ba367c50d3ba7e9b7498b8b27,5
3148,angel,70.4,0xdba6550fad8b525c27220c945c5f0b32813e2663,5
