,wallet,moca_id,moca_xp,week
1122,0x4daf440bb1ec17628dad45ed45b726759a99271a,1664,136.0,13
1123,0xead00ed237784341ee474ceabad298f96dc080c8,3774,123.0,13
1128,0x45271308260c3f2c736ca1627a99fb054e5c0388,3276,120.0,13
1129,0x5ba8b0c24ba5307b67e619ad500a635204f73bf1,6152,124.0,13
1132,0xf91689a8581b9efd80a1b273ec730828f7ea0628,5319,120.0,13
1137,0x92373997819b0e4529be7988eea4bedd4d276f74,6093,140.8,13
1141,0xf57439b647b5d2ba7309b5b58eaadefa69238926,6498,100.0,13
1142,0xba943f9a82e378eac5c33bbc92263e82ee64f50b,1089,132.8,13
1144,0xffc9a5ecf39dba2bf0b8b2c4d843bfd70b1a6082,2523,138.8,13
1146,0x84e9122ace5d7d22dceed7f56bd65d60bad87c4d,4692,127.2,13
1147,0x1da5735648d5c6f8a0c164bd2d18ef13699a8e99,4061,123.0,13
1148,0xa5582069f568e1cd91cd8c6f9f5d0494108c1275,6231,150.4,13
1156,0x8492ac0cc18b122234645731bcaca1834bcb35dc,4604,105.4,13
1157,0x2f923012fc0733e9c12e5547ff170c890b5684bb,2813,148.4,13
1160,0x1afa084f853e64e54f26171332e99c1c08e9cb53,1575,146.0,13
1161,0x379d7624d08bd598f2353b7a38b0be708a85227d,3969,104.0,13
1163,0xe9e83bf030b64692871bde79b0470d9e8894a450,6381,124.0,13
1166,0x34b695974be06dc569188b737f723d936af0a931,5840,120.0,13
1168,0x82636b0d51ed02132d445d3c32a57280a0625053,6059,136.0,13
1174,0x5b34d7917840fac7e91973abdd5647ae5eeccbaa,2037,130.8,13
1175,0x5e993c7f296d21ed2412960826f61c89a786e13f,5335,123.0,13
1178,0xcee0c9022120a24c720516247c8118c7be175ae8,6466,122.0,13
1180,0x8fb8e00c7f18c9825ef62497978fe35a2748aaf3,2324,103.2,13
1181,0xba1d5693c869a3754f5e57dd7c336dabe35ab878,2524,115.2,13
1186,0xb5f51b8706d5d8b430701a452525ad847aa33114,5454,120.0,13
1188,0x4c9d50ccac81b7473c222845531dc37f1c416166,4656,128.8,13
1190,0x622b02af44e1ab16ee5fffdb61b4e2bd1cebd9e4,5178,160.4,13
1191,0xeeb5d255d45e47e5d6532cc3775986d456bbe1b6,4012,130.0,13
1194,0x0e9890b4bfdce2088be85934661b19efe367d3c2,5805,136.0,13
1198,0x1d8eb73488dd8a04190258bd2a42b0e7ceafe322,4298,123.0,13
1202,0x8672f7c9e345385aade6c3ca28849d95d79477de,6651,120.0,13
1204,0x410a20d45edbb4415a5981be8d559676b8100e57,6385,168.0,13
1205,0x486a9b8600b64429b3046e39ffaa19f8be121dd4,2876,122.0,13
1211,0x675d9e57ffd383ec3822e8ad9f881941064b63c1,2432,123.0,13
1214,0xb150b53a0a444eb153d1823c67d22795a3735dda,1597,134.0,13
